snapped_at,price,market_cap,total_volume
2019-07-09 00:00:00 UTC,0.029868570951796087,7375167.010904199,2464133.2670508325
2019-07-10 00:00:00 UTC,0.028102782470654092,6938005.062309743,2559136.501780703
2019-07-11 00:00:00 UTC,0.02727463916897507,6727877.09230928,2575143.657971242
2019-07-12 00:00:00 UTC,0.024309863128603084,6029405.582465094,2468146.3732172754
2019-07-13 00:00:00 UTC,0.026134367120216585,6466874.466250268,2790205.4764290336
2019-07-14 00:00:00 UTC,0.024907068259967843,6163510.761741646,2742921.7824473614
2019-07-15 00:00:00 UTC,0.021644863152318655,5315210.699079727,2063011.7041558346
2019-07-16 00:00:00 UTC,0.022291953086287557,5521056.085082359,2135069.091582361
2019-07-17 00:00:00 UTC,0.0195754892558235,4876505.375113113,1741055.0593815232
2019-07-18 00:00:00 UTC,0.02054533791021639,5097817.239067856,2123847.1294792797
2019-07-19 00:00:00 UTC,0.023716029470890587,5870390.692593082,2512424.022693467
2019-07-20 00:00:00 UTC,0.023085429223810138,5767996.185894337,2011097.8165375898
2019-07-21 00:00:00 UTC,0.021840725878673795,5320657.850017924,2067818.7294614639
2019-07-22 00:00:00 UTC,0.022924410138335002,5674789.999505824,2016163.0197070339
2019-07-23 00:00:00 UTC,0.021525681668442223,5348766.43830854,1765298.6480795203
2019-07-24 00:00:00 UTC,0.020151029044603617,5025188.392093616,1645032.9715971004
2019-07-25 00:00:00 UTC,0.02079921792861141,5153275.447291918,1699872.9755715562
2019-07-26 00:00:00 UTC,0.020461037935474234,5029318.224624178,1838019.3719841528
2019-07-27 00:00:00 UTC,0.02054939184081332,5139932.710569206,1489733.7156192604
2019-07-28 00:00:00 UTC,0.019388214803605308,4795669.0389831085,1564147.3367107818
2019-07-29 00:00:00 UTC,0.019567630571482125,4842803.797533379,1398830.1071824501
2019-07-30 00:00:00 UTC,0.017184927408534018,4653130.714314532,1390892.6492919088
2019-07-31 00:00:00 UTC,0.018374400570910717,4952647.183202147,1829155.5705372782
2019-08-01 00:00:00 UTC,0.01883649131194429,5078300.42305268,1644916.564456286
2019-08-02 00:00:00 UTC,0.018144134510487575,4912835.529424202,1076912.5888519394
2019-08-03 00:00:00 UTC,0.019347455177838695,5215288.621313199,1669985.6244955757
2019-08-04 00:00:00 UTC,0.019100234664478247,5145755.310077336,1853573.1088005498
2019-08-05 00:00:00 UTC,0.019432981907160213,5238343.156090444,1522124.7550531738
2019-08-06 00:00:00 UTC,0.01671475123181432,4496482.559408182,1571618.472519994
2019-08-07 00:00:00 UTC,0.015469546253313144,4165815.092734324,1713431.5392092948
2019-08-08 00:00:00 UTC,0.01664667869070611,4480256.997264153,1595770.900484053
2019-08-09 00:00:00 UTC,0.014743149276622049,3957659.508938919,1471975.288141384
2019-08-10 00:00:00 UTC,0.013995661995701769,3771979.4373729224,1654282.445299588
2019-08-11 00:00:00 UTC,0.012848322541593305,3477273.3102036426,1759137.3843449396
2019-08-12 00:00:00 UTC,0.01437461378994723,3873418.5624785493,1910207.9761838608
2019-08-13 00:00:00 UTC,0.014302034432084764,3855141.7282724986,1795330.9191813946
2019-08-14 00:00:00 UTC,0.014943877455741387,4028262.8044280726,1826540.28903452
2019-08-15 00:00:00 UTC,0.013556403997817627,3647428.494025684,1736637.0867342688
2019-08-16 00:00:00 UTC,0.01737815668307196,4684445.6790594645,2433378.816393565
2019-08-17 00:00:00 UTC,0.02181942205648311,5896165.582563466,2924350.0974484207
2019-08-18 00:00:00 UTC,0.024547459821813302,6609167.984540696,3161114.220497749
2019-08-19 00:00:00 UTC,0.022434516187607084,6047434.968703949,2773635.349052382
2019-08-20 00:00:00 UTC,0.020322373788821506,5468144.089497887,2692828.407274887
2019-08-21 00:00:00 UTC,0.017525379916799356,4739018.423506338,2651792.9263724764
2019-08-22 00:00:00 UTC,0.017480734784365626,4711569.307807833,3024180.5976477484
2019-08-23 00:00:00 UTC,0.020807419662081408,5608835.7877081875,1777393.293234495
2019-08-24 00:00:00 UTC,0.020373953831077023,5497630.34715921,1555845.1822569459
2019-08-25 00:00:00 UTC,0.019667535250706594,5332960.238883768,1453954.902706401
2019-08-26 00:00:00 UTC,0.019069528693234604,5140370.921833137,1282268.7951933737
2019-08-27 00:00:00 UTC,0.01882430675737057,5076195.802491793,1481816.8313961024
2019-08-28 00:00:00 UTC,0.018278889495851016,4927246.685504532,1429413.7909988083
2019-08-29 00:00:00 UTC,0.017249780840237268,4720569.725230798,1912661.5207677968
2019-08-30 00:00:00 UTC,0.017328467858396493,4718391.368718747,3447099.322288654
2019-08-31 00:00:00 UTC,0.017441730931939663,4749231.92040328,1414547.3100296755
2019-09-01 00:00:00 UTC,0.017741988554577388,4832226.741444143,1409172.455681624
2019-09-02 00:00:00 UTC,0.017469059439968397,4756673.235899635,1396131.7839693343
2019-09-03 00:00:00 UTC,0.02050693226326041,5579675.772320858,1267806.4533998196
2019-09-04 00:00:00 UTC,0.020336232258368524,5546799.228956422,4156386.7389797913
2019-09-05 00:00:00 UTC,0.01934984827275211,5267196.437161455,2569100.5685228645
2019-09-06 00:00:00 UTC,0.019093309972103976,5221713.655302902,3118155.158297143
2019-09-07 00:00:00 UTC,0.017729582675513562,4827611.451325953,2273222.4833752387
2019-09-08 00:00:00 UTC,0.018225524894829915,4962652.212351551,3381180.553732837
2019-09-09 00:00:00 UTC,0.01842728776673393,5016389.239230106,2534468.677392597
2019-09-10 00:00:00 UTC,0.01972918082737922,5372084.669487432,1220778.7423209164
2019-09-11 00:00:00 UTC,0.022966055519731212,6228810.6096937945,1973372.9408471033
2019-09-12 00:00:00 UTC,0.021705560114513238,5908107.832516055,3294644.1494039753
2019-09-13 00:00:00 UTC,0.03240951481261668,8824829.535181053,3780537.5641194005
2019-09-14 00:00:00 UTC,0.03408717639000114,9281642.218855582,6583872.341462478
2019-09-15 00:00:00 UTC,0.029155090755433457,7938678.116195479,4664916.823339136
2019-09-16 00:00:00 UTC,0.031063266849918073,8458257.901770636,7112673.32492144
2019-09-17 00:00:00 UTC,0.03140125889859034,8552537.989844076,3258706.3762243777
2019-09-18 00:00:00 UTC,0.03690925287655697,10128513.789124515,4459805.182310236
2019-09-19 00:00:00 UTC,0.03217475338766181,8763151.43117309,4587150.5609300155
2019-09-20 00:00:00 UTC,0.030575462236228777,8374009.524919729,5451320.150887222
2019-09-21 00:00:00 UTC,0.03314013861520735,9023772.054052038,3815398.494101914
2019-09-22 00:00:00 UTC,0.03340494707570033,9096283.900635162,2242449.771686228
2019-09-23 00:00:00 UTC,0.03436501997483227,9356828.76821029,3564297.294261604
2019-09-24 00:00:00 UTC,0.03124453242094306,8507614.943187067,4133608.0369659793
2019-09-25 00:00:00 UTC,0.025805209173527417,7026534.441898473,3253610.1553620906
2019-09-26 00:00:00 UTC,0.03103537209395778,8450662.40187814,3418328.902934831
2019-09-27 00:00:00 UTC,0.029730404436263225,8121748.5878425585,2220698.235547403
2019-09-28 00:00:00 UTC,0.03264312380452602,8888439.235708963,3869139.512891317
2019-09-29 00:00:00 UTC,0.03355496565220813,9132997.003908832,3666669.971890467
2019-09-30 00:00:00 UTC,0.03389681815997931,9232108.348511726,2787814.3363621198
2019-10-01 00:00:00 UTC,0.037521096323173936,11033209.344578454,5305378.856446912
2019-10-02 00:00:00 UTC,0.03644789145609214,10714931.926961396,3088689.8968855096
2019-10-03 00:00:00 UTC,0.036408372841544995,10739273.311570883,3085117.921875925
2019-10-04 00:00:00 UTC,0.036188060400043603,10638546.930001434,1671795.219920322
2019-10-05 00:00:00 UTC,0.036047511933489054,10599638.643289281,1724809.959263898
2019-10-06 00:00:00 UTC,0.03737113778457322,10986347.39617747,1894378.5844995962
2019-10-07 00:00:00 UTC,0.03429228701803527,10081228.469984747,4303658.242459516
2019-10-08 00:00:00 UTC,0.03392350179910812,9975538.674280964,7195094.309384596
2019-10-09 00:00:00 UTC,0.03187660798637593,9703951.893353615,7539788.126357743
2019-10-10 00:00:00 UTC,0.03337645093918767,9811991.462051684,8613133.064267552
2019-10-11 00:00:00 UTC,0.030003573250060128,8820434.656070039,7239840.736765109
2019-10-12 00:00:00 UTC,0.028565064195440793,8381717.594436016,6854493.158866298
2019-10-13 00:00:00 UTC,0.031159108537274913,9160138.310988562,7980681.026001034
2019-10-14 00:00:00 UTC,0.029520848686246846,8682463.4870118,7620914.295915884
2019-10-15 00:00:00 UTC,0.028782539151696658,8229606.846569775,7872728.726012146
2019-10-16 00:00:00 UTC,0.027987378349260916,8227714.741405695,8696058.777534017
2019-10-17 00:00:00 UTC,0.02689410739654851,7848652.020508667,7633802.930030921
2019-10-18 00:00:00 UTC,0.02531847763393414,7274146.37271756,7512388.064768376
2019-10-19 00:00:00 UTC,0.022327986852286458,6563969.81088874,6607309.971158642
2019-10-20 00:00:00 UTC,0.023142020153966412,6810123.191479643,6429283.034666295
2019-10-21 00:00:00 UTC,0.023027845292515725,6566187.5297278855,6357112.00323167
2019-10-22 00:00:00 UTC,0.025852349631245178,7631425.112663468,7868577.861899426
2019-10-23 00:00:00 UTC,0.023725848830390896,6974912.538720343,6962580.807188209
2019-10-24 00:00:00 UTC,0.023634009781738425,6947913.743584727,7109379.769496981
2019-10-25 00:00:00 UTC,0.02126639203281964,6280373.8497446,5798922.63264177
2019-10-26 00:00:00 UTC,0.024123421671367124,7079675.298577438,6620522.047402035
2019-10-27 00:00:00 UTC,0.023796633005033613,7245974.767168012,7283897.530863912
2019-10-28 00:00:00 UTC,0.022847770315863172,6717312.346249379,6232057.202302989
2019-10-29 00:00:00 UTC,0.021280134539107654,6639105.188967026,4898681.080160042
2019-10-30 00:00:00 UTC,0.02805405779344993,8394363.958342828,7776284.584242877
2019-10-31 00:00:00 UTC,0.032571341056815264,9575305.683020087,11597947.935698504
2019-11-01 00:00:00 UTC,0.03462296277175609,10198928.05506818,10746210.365997354
2019-11-02 00:00:00 UTC,0.034001629527679204,9981326.580566738,10365937.119157359
2019-11-03 00:00:00 UTC,0.03418589517401902,10049521.614489447,9390649.950644648
2019-11-04 00:00:00 UTC,0.03385527154311834,9956878.25701451,10722155.99524272
2019-11-05 00:00:00 UTC,0.038984167284720254,11460544.958773842,12405546.05933143
2019-11-06 00:00:00 UTC,0.040197538158603205,13509526.553828683,12186224.358256772
2019-11-07 00:00:00 UTC,0.0386227074816849,12502129.361728074,12112550.310959006
2019-11-08 00:00:00 UTC,0.036757479726432576,13026899.07686631,11288877.943622109
2019-11-09 00:00:00 UTC,0.03455885515419511,11665666.723294647,9842022.102479631
2019-11-10 00:00:00 UTC,0.036237423699121106,12232283.329369787,10323548.448667482
2019-11-11 00:00:00 UTC,0.03587667704690932,12110509.90263241,10903262.864706166
2019-11-12 00:00:00 UTC,0.03299986503985795,11033214.944770264,9149001.62559784
2019-11-13 00:00:00 UTC,0.03148329491900713,10594385.956577685,8422246.468542848
2019-11-14 00:00:00 UTC,0.031396373502006164,10650605.920197796,8445252.482442992
2019-11-15 00:00:00 UTC,0.02991421796954416,10161260.200924078,9171312.935592115
2019-11-16 00:00:00 UTC,0.030478995897974037,10231066.428507375,9103689.741433403
2019-11-17 00:00:00 UTC,0.028647610978266527,9400977.369113076,8597799.891504435
2019-11-18 00:00:00 UTC,0.02763544830709614,9473676.325308643,7091762.995142
2019-11-19 00:00:00 UTC,0.026397262590803713,9132094.359446542,6152922.357688814
2019-11-20 00:00:00 UTC,0.025007119916177913,8669943.084346196,5843199.163060574
2019-11-21 00:00:00 UTC,0.02622199364058454,8965004.94294306,6701228.181707705
2019-11-22 00:00:00 UTC,0.025858959069436197,8716833.240398148,6805284.851170088
2019-11-23 00:00:00 UTC,0.023836127382042563,8245227.667166628,7407388.034488934
2019-11-24 00:00:00 UTC,0.02072818461217314,7003729.313229174,5646985.684280046
2019-11-25 00:00:00 UTC,0.019996253543727187,6827255.307095123,5351076.906648926
2019-11-26 00:00:00 UTC,0.018944118229790512,6376179.397050693,4809031.352253392
2019-11-27 00:00:00 UTC,0.01912962244666254,6563383.40007322,4999270.800885317
2019-11-28 00:00:00 UTC,0.021544048817645392,7231029.237292648,6075110.805758382
2019-11-29 00:00:00 UTC,0.02295765602870865,7749681.582759077,6073660.687353496
2019-11-30 00:00:00 UTC,0.023950785752399298,8090807.63397444,6171487.653456272
2019-12-01 00:00:00 UTC,0.022256545426295352,7537921.875195071,5357811.081597992
2019-12-02 00:00:00 UTC,0.0202184766551009,6823521.12818612,5279197.3560989
2019-12-03 00:00:00 UTC,0.020249819275315713,6835517.02794487,5291155.417074658
2019-12-04 00:00:00 UTC,0.023065112784629003,7860257.05413821,6342078.557611917
2019-12-05 00:00:00 UTC,0.024993259666218296,8609582.101713091,8046589.3932563085
2019-12-06 00:00:00 UTC,0.028891082908418617,9751360.79490426,8805817.102583561
2019-12-07 00:00:00 UTC,0.03471772099584665,11369548.299557824,11291702.141939672
2019-12-08 00:00:00 UTC,0.03081549007567487,10522370.073105115,10511252.351347538
2019-12-09 00:00:00 UTC,0.032604546415931655,10788170.476988507,10893880.790690897
2019-12-10 00:00:00 UTC,0.032096996103632286,10834643.037022268,10337938.437871225
2019-12-11 00:00:00 UTC,0.031391241209713885,10755117.187789476,10439859.078370873
2019-12-12 00:00:00 UTC,0.03328536535942106,11402215.08753662,10888991.943065913
2019-12-13 00:00:00 UTC,0.038764218123245694,13435073.016120503,13200965.511280993
2019-12-14 00:00:00 UTC,0.04037168782930622,14002257.211326854,13673462.637396028
2019-12-15 00:00:00 UTC,0.03713464459589037,12912540.236771464,11663549.548665812
2019-12-16 00:00:00 UTC,0.04208365358382252,14742691.428788675,12526023.963000607
2019-12-17 00:00:00 UTC,0.04209840967304431,14867621.545464557,13715384.405485434
2019-12-18 00:00:00 UTC,0.03712484020780311,12876145.227262214,12938306.716167707
2019-12-19 00:00:00 UTC,0.04633183043826373,16047936.176533945,16274913.305421887
2019-12-20 00:00:00 UTC,0.04252620687186388,14693845.80167947,13440026.52356273
2019-12-21 00:00:00 UTC,0.04017657589682559,13811585.690985302,12946267.052821368
2019-12-22 00:00:00 UTC,0.03684269224881995,12795266.024439827,11975033.687175652
2019-12-23 00:00:00 UTC,0.03813265723526443,13303210.60076404,12685280.11039389
2019-12-24 00:00:00 UTC,0.042437364260751786,14723689.142139753,13593046.085770542
2019-12-25 00:00:00 UTC,0.037349746724023775,12948297.423402697,11253855.728805562
2019-12-26 00:00:00 UTC,0.036037751409213316,12509397.688754976,3397728.549588736
2019-12-27 00:00:00 UTC,0.03524384562503883,12235331.067201493,10154545.5953258
2019-12-28 00:00:00 UTC,0.032100129246191565,11032159.440366061,9451901.988364771
2019-12-29 00:00:00 UTC,0.030965724451533623,10608138.165163757,9479750.652995097
2019-12-30 00:00:00 UTC,0.030006445170377462,10245175.383472549,9068879.065945826
2019-12-31 00:00:00 UTC,0.03547725557477204,12277855.200031687,5354149.003505908
2020-01-01 00:00:00 UTC,0.03675878190342547,12703718.904428422,12151626.332023993
2020-01-02 00:00:00 UTC,0.03924584337446055,13536608.639318459,12554307.494320014
2020-01-03 00:00:00 UTC,0.03525654859028941,12233848.498163078,10540736.33278089
2020-01-04 00:00:00 UTC,0.03666650462715303,12579029.641063608,11266725.03805131
2020-01-05 00:00:00 UTC,0.0361017988203222,12362318.63825866,9661476.389938736
2020-01-06 00:00:00 UTC,0.032847543771450105,11648925.070552118,9242314.302943408
2020-01-07 00:00:00 UTC,0.0350995227586555,12340330.144905552,10668875.298535155
2020-01-08 00:00:00 UTC,0.031845335190763,11027405.190339325,10086974.870297052
2020-01-09 00:00:00 UTC,0.032662218822020986,11383238.974069731,9581913.666866217
2020-01-10 00:00:00 UTC,0.03266979128820639,11317366.911082488,8804485.965964343
2020-01-11 00:00:00 UTC,0.03480516450043419,12030254.921685755,9316227.764479233
2020-01-12 00:00:00 UTC,0.03465192676706231,12106829.049682515,10147325.087296497
2020-01-13 00:00:00 UTC,0.03544106516029582,12266287.724718472,9458277.019953188
2020-01-14 00:00:00 UTC,0.031571984951867846,10969067.472665751,9518425.557580594
2020-01-15 00:00:00 UTC,0.032483138534004946,11104293.389573086,10854680.35547475
2020-01-16 00:00:00 UTC,0.035253301988753996,12235995.129971271,11923706.269805307
2020-01-17 00:00:00 UTC,0.03828460184963922,13226282.115147553,11614660.985245015
2020-01-18 00:00:00 UTC,0.039612300177361046,13824952.054471888,11570308.641451925
2020-01-19 00:00:00 UTC,0.0389117597235157,13707311.787107596,11339840.081322553
2020-01-20 00:00:00 UTC,0.03676981756172633,12753301.661379606,10870944.227274505
2020-01-21 00:00:00 UTC,0.036328137393362145,12669880.154251762,9955507.048024477
2020-01-22 00:00:00 UTC,0.03631340280325472,12589535.126360584,10469025.048314838
2020-01-23 00:00:00 UTC,0.035117880292117994,12047615.499219967,9704447.897323119
2020-01-24 00:00:00 UTC,0.03519833241550777,12183467.740314087,10043067.029601071
2020-01-25 00:00:00 UTC,0.034875202018101445,12184235.17820852,10431720.089836897
2020-01-26 00:00:00 UTC,0.03480468153591797,12099012.952557303,10045729.600420704
2020-01-27 00:00:00 UTC,0.0377529997867877,13063443.670201277,10726359.915289268
2020-01-28 00:00:00 UTC,0.04036138587980809,14008696.859262737,11467341.378774887
2020-01-29 00:00:00 UTC,0.042601943518772147,14717719.555742277,12061157.35093692
2020-01-30 00:00:00 UTC,0.04577980614711957,15934941.715318361,13470920.8284826
2020-01-31 00:00:00 UTC,0.0424710404426896,15008691.838763753,12834972.283438679
2020-02-01 00:00:00 UTC,0.04585459871609169,16006257.272547321,13642780.732041758
2020-02-02 00:00:00 UTC,0.04913241289482669,16732447.024789866,15355158.3918755
2020-02-03 00:00:00 UTC,0.05359736506867773,18628750.6247039,17608713.295430724
2020-02-04 00:00:00 UTC,0.0498521016778975,17303886.69791574,14120818.447143264
2020-02-05 00:00:00 UTC,0.05089843558116535,17765821.632702984,9663443.539323216
2020-02-06 00:00:00 UTC,0.054511199559330314,18962406.070770595,8861611.712028429
2020-02-07 00:00:00 UTC,0.056855594824338315,20521416.782416563,6167039.975224176
2020-02-08 00:00:00 UTC,0.05708866976763897,21261314.43688619,9291117.024165422
2020-02-09 00:00:00 UTC,0.05901979010087901,20290030.330073792,11096702.818355389
2020-02-10 00:00:00 UTC,0.054779755615323104,19005444.984719284,16859705.264504634
2020-02-11 00:00:00 UTC,0.05097125666232416,17380764.68920977,17002619.7532384
2020-02-12 00:00:00 UTC,0.05450284397743431,18926337.980591536,16725219.73511094
2020-02-13 00:00:00 UTC,0.06212938951988019,20955145.462003835,21638343.522051424
2020-02-14 00:00:00 UTC,0.06029745931301506,20977858.210549608,21960470.85747548
2020-02-15 00:00:00 UTC,0.06049812668354562,20663099.649141006,20591534.970567387
2020-02-16 00:00:00 UTC,0.059862108198771406,20321183.8167884,21182078.692868926
2020-02-17 00:00:00 UTC,0.0579305274947915,19932487.91382857,21004696.575723324
2020-02-18 00:00:00 UTC,0.05999406084141965,20704600.344618447,21775688.944806546
2020-02-19 00:00:00 UTC,0.0671584545470723,23359427.98100684,22015921.402654473
2020-02-20 00:00:00 UTC,0.06876987375760979,23869192.186742835,20944582.72175
2020-02-21 00:00:00 UTC,0.07306476943600501,25181696.58111012,27130510.87565384
2020-02-22 00:00:00 UTC,0.06965460336748001,24271883.42877393,21542501.175416373
2020-02-23 00:00:00 UTC,0.0680076071152658,23603562.555892337,11372645.689556684
2020-02-24 00:00:00 UTC,0.07031591722791009,24351748.521960758,26222509.5487585
2020-02-25 00:00:00 UTC,0.06408912017236916,22479922.268820167,19760460.020141214
2020-02-26 00:00:00 UTC,0.06036554430007424,20959110.3329938,23505713.087201674
2020-02-27 00:00:00 UTC,0.05363594380307177,18628656.014439557,24434366.13974411
2020-02-28 00:00:00 UTC,0.058079643392126304,20096653.639202077,26907655.0340034
2020-02-29 00:00:00 UTC,0.056398490032747606,19786093.39693884,21277882.746525086
2020-03-01 00:00:00 UTC,0.053878939637430644,18561155.746194344,19193868.042647764
2020-03-02 00:00:00 UTC,0.05129605175135233,17811221.963745106,16507947.588283397
2020-03-03 00:00:00 UTC,0.06251729260003547,21942225.165278867,25197024.268004265
2020-03-04 00:00:00 UTC,0.06309313718234415,21749313.54160618,27636045.273585387
2020-03-05 00:00:00 UTC,0.06471969674663403,22488077.0302891,26985479.90989499
2020-03-06 00:00:00 UTC,0.07111694616553553,24700505.115329586,27433005.54603585
2020-03-07 00:00:00 UTC,0.06772501946424658,23575920.764709096,26728137.20465758
2020-03-08 00:00:00 UTC,0.06428636154832318,22158026.852560565,24803479.8708644
2020-03-09 00:00:00 UTC,0.056110775179772164,19894524.744372673,29311853.565337606
2020-03-10 00:00:00 UTC,0.050569610982050234,17546792.6490776,29996990.67741115
2020-03-11 00:00:00 UTC,0.05536714388369416,19284798.15704935,23642056.810499366
2020-03-12 00:00:00 UTC,0.05295463135548503,18448623.877100565,22124107.154007923
2020-03-13 00:00:00 UTC,0.023943006831105437,8216727.110010208,27854878.090423502
2020-03-14 00:00:00 UTC,0.03099696712745725,10477825.273826959,34802662.14898336
2020-03-15 00:00:00 UTC,0.025923811329772093,8972711.68032342,20591564.837138496
2020-03-16 00:00:00 UTC,0.025923948381446918,8938999.46369228,15572504.654698834
2020-03-17 00:00:00 UTC,0.020109145290838005,7005182.772515253,19750879.604135003
2020-03-18 00:00:00 UTC,0.025311470975766442,8828592.664387582,22369865.389746126
2020-03-19 00:00:00 UTC,0.02353827880534214,8165822.057527553,20952710.643275134
2020-03-20 00:00:00 UTC,0.035687149048245416,12357296.415195625,38050839.759666
2020-03-21 00:00:00 UTC,0.034275893091270125,11791747.7905772,33641534.43521475
2020-03-22 00:00:00 UTC,0.032614082819265866,11319134.809333501,16760008.281349987
2020-03-23 00:00:00 UTC,0.031667358881865254,11047965.028430676,18298154.78112213
2020-03-24 00:00:00 UTC,0.03402200288851713,11740056.531799985,23334299.54110533
2020-03-25 00:00:00 UTC,0.03905107432582723,13599819.284843352,30298518.763540115
2020-03-26 00:00:00 UTC,0.04005106713676285,13863416.398270305,27162168.4105427
2020-03-27 00:00:00 UTC,0.04209666248127569,14417803.231631102,26158331.802039515
2020-03-28 00:00:00 UTC,0.03989615570508451,13820992.707328578,20269140.57687464
